PlateID,PP#,ExpectedPeak1,ExpectedPeak2,Tollerance,Gene,FirstWell,LastWell,well#,PotentialPeak1_Search1_S,PotentialPeak1_Search1_H,PotentialPeak1_Search2_S,PotentialPeak1_Search2_H,PotentialPeak2_Search1_S,PotentialPeak2_Search1_H,PotentialPeak2_Search2_S,PotentialPeak2_Search2_H,HighestPeak_S,HighestPeak_S,HighestPeak_H,SecondHighestPeak_S,SecondHighestPeak_H,TotNumbPeaks
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H3,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,D3,143.98,174.0,143.98,174.0,not found,1,not found,1,143.98,143.98,174.0,689.02,91.0,5
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,B10,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,A6,143.98,71.0,143.98,71.0,not found,1,not found,1,143.98,143.98,71.0,693.78,60.0,3
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,D5,143.96,119.0,143.96,119.0,not found,1,not found,1,143.96,143.96,119.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H1,143.81,50.0,143.81,50.0,not found,1,not found,1,143.81,143.81,50.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,E12,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H4,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,F5,144.01,123.0,144.01,123.0,144.01,123.0,144.01,123.0,144.01,144.01,123.0,210.82,78.0,2
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,D9,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,C2,143.94,67.0,143.94,67.0,not found,1,not found,1,143.94,143.94,67.0,690.0,52.0,2
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H7,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H11,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H10,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H5,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,F3,143.89,110.0,143.89,110.0,not found,1,not found,1,143.89,143.89,110.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,G2,143.85,55.0,143.85,55.0,not found,1,not found,1,143.85,143.85,55.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,D2,143.89,57.0,143.89,57.0,not found,1,not found,1,143.89,143.89,57.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,G9,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,G3,143.94,74.0,143.94,74.0,not found,1,not found,1,143.94,143.94,74.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,G8,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,A2,143.96,145.0,143.96,145.0,not found,1,not found,1,143.96,143.96,145.0,210.76,88.0,2
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,E10,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,F9,not found,1,not found,1,not found,1,not found,1,489.26,489.26,50.0,1,1,1
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,A8,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,B3,143.92,106.0,143.92,106.0,not found,1,not found,1,279.11,279.11,141.0,143.92,106.0,5
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,G12,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,H12,143.94,103.0,143.94,103.0,not found,1,not found,1,143.94,143.94,103.0,210.79,61.0,2
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,G10,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,E6,143.98,74.0,143.98,74.0,not found,1,not found,1,143.98,143.98,74.0,689.84,55.0,3
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,B1,143.85,89.0,143.85,89.0,not found,1,not found,1,143.85,143.85,89.0,210.8,54.0,2
RUN200916B,A07,128.0,164.0,20.0,Ggta1,A1,H12,A9,143.9,90.0,143.9,90.0,not found,1,not found,1,143.9,143.9,90.0,1,1,1
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G1,268.83,119.0,268.83,119.0,401.61,74.0,401.61,74.0,581.79,581.79,257.0,464.42,190.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F10,268.91,126.0,268.91,126.0,not found,1,not found,1,464.77,464.77,288.0,582.08,227.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H1,268.73,233.0,268.73,233.0,417.58,71.0,417.58,71.0,581.51,581.51,626.0,464.37,318.0,10
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B11,268.94,79.0,268.94,79.0,not found,1,not found,1,464.68,464.68,362.0,581.83,275.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B2,268.83,323.0,268.83,323.0,417.72,71.0,417.72,71.0,581.84,581.84,1105.0,464.68,865.0,25
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H2,268.76,76.0,268.76,76.0,not found,1,not found,1,581.71,581.71,129.0,464.55,121.0,4
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A4,268.97,174.0,268.97,174.0,not found,1,not found,1,482.59,482.59,503.0,581.96,494.0,14
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H10,268.87,172.0,268.87,172.0,not found,1,not found,1,581.96,581.96,363.0,464.75,181.0,4
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D7,269.05,193.0,269.05,193.0,not found,1,not found,1,464.84,464.84,620.0,582.08,566.0,13
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A11,268.79,122.0,268.79,122.0,not found,1,not found,1,464.56,464.56,182.0,581.92,127.0,7
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D9,269.07,266.0,269.07,266.0,not found,1,not found,1,582.28,582.28,317.0,464.92,298.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E12,268.88,129.0,268.88,129.0,433.26,55.0,433.26,55.0,464.79,464.79,318.0,581.93,270.0,7
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A2,268.85,233.0,268.85,233.0,417.67,57.0,417.67,57.0,581.94,581.94,744.0,464.68,652.0,20
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G4,268.98,179.0,268.98,179.0,not found,1,not found,1,581.95,581.95,973.0,464.72,772.0,12
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B10,269.01,89.0,269.01,89.0,417.85,52.0,417.85,52.0,464.79,464.79,305.0,582.02,202.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G11,268.93,97.0,268.93,97.0,not found,1,not found,1,581.94,581.94,151.0,464.61,123.0,3
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G2,268.86,309.0,268.86,309.0,not found,1,not found,1,581.82,581.82,748.0,464.57,593.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B7,268.92,123.0,268.92,123.0,not found,1,not found,1,464.84,464.84,395.0,582.17,331.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C3,269.02,192.0,269.02,192.0,417.88,88.0,417.88,88.0,582.0,582.0,668.0,115.6,475.0,20
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E11,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E5,269.11,370.0,269.11,370.0,417.78,52.0,417.78,52.0,582.2,582.2,873.0,464.78,553.0,9
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F2,268.95,104.0,268.95,104.0,433.11,62.0,433.11,62.0,582.03,582.03,598.0,464.66,360.0,10
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A12,not found,1,not found,1,not found,1,not found,1,175.8,175.8,96.0,107.86,58.0,2
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C5,268.94,136.0,268.94,136.0,401.69,55.0,401.69,55.0,582.0,582.0,403.0,464.78,288.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H12,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C11,268.99,62.0,268.99,62.0,433.13,57.0,433.13,57.0,582.03,582.03,488.0,464.77,478.0,10
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D12,268.94,224.0,268.94,224.0,433.21,84.0,433.21,84.0,123.88,123.88,416.0,464.79,306.0,13
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E6,269.02,338.0,257.8,61.0,417.96,70.0,417.96,70.0,582.17,582.17,1011.0,464.84,734.0,23
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F12,268.99,72.0,268.99,72.0,not found,1,not found,1,581.92,581.92,149.0,464.68,139.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C10,269.0,284.0,269.0,284.0,not found,1,not found,1,464.86,464.86,396.0,581.97,390.0,12
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G6,268.96,251.0,268.96,251.0,not found,1,not found,1,582.07,582.07,495.0,464.84,450.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G10,240.64,178.0,260.89,130.0,not found,1,not found,1,119.19,119.19,1546.0,139.08,1170.0,38
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G3,268.89,262.0,268.89,262.0,433.15,66.0,433.15,66.0,581.93,581.93,530.0,268.89,262.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B3,269.0,204.0,238.2,68.0,417.78,62.0,417.78,62.0,581.98,581.98,609.0,464.79,513.0,20
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D8,269.09,143.0,269.09,143.0,not found,1,not found,1,582.18,582.18,385.0,464.95,335.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B8,269.02,128.0,269.02,128.0,not found,1,not found,1,582.16,582.16,356.0,464.83,274.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D1,268.75,141.0,268.75,141.0,not found,1,not found,1,581.74,581.74,412.0,464.52,292.0,9
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H8,not found,1,not found,1,not found,1,not found,1,464.91,464.91,66.0,582.15,61.0,3
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F7,not found,1,not found,1,not found,1,not found,1,119.25,119.25,506.0,139.17,308.0,9
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G5,268.93,191.0,268.93,191.0,not found,1,not found,1,581.97,581.97,623.0,464.74,591.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A6,268.98,271.0,268.98,271.0,417.81,66.0,417.81,66.0,582.06,582.06,821.0,464.72,476.0,17
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D3,268.92,423.0,266.87,51.0,417.81,85.0,417.81,85.0,582.07,582.07,1065.0,464.81,792.0,29
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H7,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E9,not found,1,not found,1,not found,1,not found,1,464.93,464.93,127.0,582.08,122.0,3
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F1,268.74,202.0,268.74,202.0,417.67,62.0,417.67,62.0,581.82,581.82,554.0,464.57,349.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H4,268.85,98.0,268.85,98.0,not found,1,not found,1,582.05,582.05,314.0,464.7,175.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D6,269.04,248.0,269.04,248.0,not found,1,not found,1,582.0,582.0,848.0,464.81,742.0,13
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F3,268.98,327.0,268.98,327.0,417.63,55.0,417.63,55.0,581.96,581.96,729.0,464.72,450.0,18
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A1,268.81,216.0,242.98,83.0,417.63,121.0,417.63,121.0,581.83,581.83,606.0,115.46,377.0,15
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A7,268.98,184.0,268.98,184.0,417.82,72.0,417.82,72.0,464.84,464.84,516.0,582.17,470.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D2,268.84,164.0,268.84,164.0,not found,1,not found,1,581.84,581.84,278.0,464.71,245.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C2,269.0,280.0,269.0,280.0,417.76,63.0,417.76,63.0,582.03,582.03,598.0,464.75,534.0,13
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A9,268.89,248.0,268.89,248.0,not found,1,not found,1,582.07,582.07,402.0,464.81,399.0,13
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E7,269.01,102.0,269.01,102.0,not found,1,not found,1,582.19,582.19,226.0,115.58,196.0,13
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H5,268.93,162.0,268.93,162.0,not found,1,not found,1,581.94,581.94,362.0,464.7,255.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H3,268.94,106.0,268.94,106.0,not found,1,not found,1,581.94,581.94,229.0,268.94,106.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E8,268.99,187.0,268.99,187.0,433.25,110.0,433.25,110.0,582.08,582.08,368.0,464.88,255.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C8,269.0,137.0,269.0,137.0,not found,1,not found,1,582.07,582.07,250.0,464.86,228.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B6,268.96,259.0,266.9,72.0,417.81,84.0,417.81,84.0,582.07,582.07,1264.0,464.86,852.0,40
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H9,not found,1,not found,1,not found,1,not found,1,581.94,581.94,171.0,464.86,100.0,2
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A5,268.98,224.0,268.98,224.0,417.81,66.0,417.81,66.0,581.96,581.96,615.0,464.72,567.0,14
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D10,269.11,177.0,269.11,177.0,not found,1,not found,1,464.81,464.81,411.0,582.06,401.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C6,269.07,184.0,269.07,184.0,417.78,69.0,417.78,69.0,464.86,464.86,480.0,582.18,459.0,15
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F4,268.96,233.0,268.96,233.0,not found,1,not found,1,581.97,581.97,501.0,464.77,311.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E1,268.79,301.0,268.79,301.0,417.49,55.0,417.49,55.0,581.81,581.81,440.0,464.46,333.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C1,268.68,200.0,268.68,200.0,432.87,51.0,432.87,51.0,581.72,581.72,558.0,464.48,384.0,15
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G9,268.97,119.0,268.97,119.0,not found,1,not found,1,464.84,464.84,264.0,581.97,228.0,4
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D11,268.97,332.0,268.97,332.0,not found,1,not found,1,464.72,464.72,427.0,582.05,399.0,10
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E2,268.88,211.0,268.88,211.0,417.72,64.0,417.72,64.0,581.85,581.85,899.0,464.63,594.0,21
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A3,268.93,245.0,243.01,68.0,417.72,115.0,417.72,115.0,581.97,581.97,687.0,115.48,559.0,19
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B1,268.81,248.0,268.81,248.0,432.92,83.0,417.58,80.0,581.83,581.83,591.0,464.59,431.0,21
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A10,268.84,113.0,266.88,52.0,not found,1,not found,1,464.65,464.65,448.0,482.51,342.0,10
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C4,268.99,277.0,268.99,277.0,417.84,59.0,417.84,59.0,582.03,582.03,753.0,464.8,711.0,19
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G12,not found,1,not found,1,not found,1,not found,1,109.01,109.01,447.0,129.12,205.0,7
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C7,269.1,188.0,269.1,188.0,417.97,50.0,417.97,50.0,582.21,582.21,285.0,464.91,237.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C9,268.95,120.0,268.95,120.0,not found,1,not found,1,464.89,464.89,374.0,582.2,367.0,7
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H6,268.99,84.0,268.99,84.0,not found,1,not found,1,581.91,581.91,351.0,464.79,258.0,4
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F9,269.06,99.0,269.06,99.0,not found,1,not found,1,464.86,464.86,179.0,452.97,144.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D5,268.95,104.0,268.95,104.0,not found,1,not found,1,139.36,139.36,315.0,157.26,290.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F5,268.91,192.0,268.91,192.0,not found,1,not found,1,581.98,581.98,435.0,464.86,343.0,7
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,H11,not found,1,not found,1,not found,1,not found,1,1,1,1,1,1,0
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E10,not found,1,not found,1,not found,1,not found,1,322.7,322.7,95.0,126.13,92.0,2
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F11,not found,1,not found,1,not found,1,not found,1,123.97,123.97,315.0,464.77,209.0,9
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B12,268.86,161.0,268.86,161.0,not found,1,not found,1,581.81,581.81,262.0,464.64,222.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,D4,269.01,122.0,269.01,122.0,not found,1,not found,1,582.1,582.1,497.0,464.79,462.0,10
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G7,268.96,167.0,268.96,167.0,not found,1,not found,1,582.06,582.06,317.0,464.76,227.0,6
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,A8,268.92,204.0,268.92,204.0,417.72,63.0,417.72,63.0,582.05,582.05,375.0,464.7,298.0,12
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E4,268.96,373.0,268.96,373.0,417.87,127.0,417.87,127.0,581.98,581.98,1517.0,464.76,904.0,29
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B9,269.01,151.0,258.06,65.0,417.72,65.0,417.72,65.0,464.84,464.84,258.0,581.97,242.0,8
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F6,269.11,193.0,269.11,193.0,not found,1,not found,1,582.09,582.09,887.0,464.81,490.0,11
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B5,269.0,236.0,269.0,236.0,417.78,70.0,417.78,70.0,464.79,464.79,464.0,482.54,437.0,18
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,F8,not found,1,not found,1,not found,1,not found,1,452.94,452.94,124.0,464.88,80.0,3
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,G8,251.34,54.0,251.34,54.0,not found,1,not found,1,102.43,102.43,545.0,123.83,407.0,19
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,C12,268.93,66.0,268.93,66.0,not found,1,not found,1,464.44,464.44,179.0,581.7,146.0,5
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,E3,268.96,552.0,243.07,123.0,417.82,140.0,417.82,140.0,581.97,581.97,1067.0,464.77,672.0,22
RUN200916C,B01,253.0,417.0,20.0,Tyk2,A1,H12,B4,268.96,341.0,266.9,58.0,417.87,105.0,417.87,105.0,464.86,464.86,993.0,581.98,954.0,30
